date,brick_low,brick_high,direction,trend
2021-05-03,3143.520287407771,3207.6711120605487,up,14
2021-05-03,3207.6711120605487,3271.8219367133265,up,15
2021-05-03,3271.8219367133265,3335.9727613661044,up,16
2021-05-03,3335.9727613661044,3400.123586018882,up,17
2021-05-04,3271.8219367133265,3335.9727613661044,down,1
2021-05-05,3335.9727613661044,3400.123586018882,up,17
2021-05-05,3400.123586018882,3464.27441067166,up,18
2021-05-08,3464.27441067166,3528.425235324438,up,19
2021-05-08,3528.425235324438,3592.5760599772157,up,20
2021-05-08,3592.5760599772157,3656.7268846299935,up,21
2021-05-08,3656.7268846299935,3720.8777092827713,up,22
2021-05-08,3720.8777092827713,3785.028533935549,up,23
2021-05-08,3785.028533935549,3849.179358588327,up,24
2021-05-09,3849.179358588327,3913.330183241105,up,25
2021-05-11,3913.330183241105,3977.4810078938826,up,26
2021-05-11,3977.4810078938826,4041.6318325466605,up,27
2021-05-11,4041.6318325466605,4105.782657199438,up,28
2021-05-12,3977.4810078938826,4041.6318325466605,down,1
2021-05-12,3913.330183241105,3977.4810078938826,down,2
2021-05-12,3849.179358588327,3913.330183241105,down,3
2021-05-13,3785.028533935549,3849.179358588327,down,4
2021-05-13,3720.8777092827713,3785.028533935549,down,5
2021-05-14,3785.028533935549,3849.179358588327,up,1
2021-05-14,3849.179358588327,3913.330183241105,up,2
2021-05-14,3913.330183241105,3977.4810078938826,up,3
2021-05-14,3977.4810078938826,4041.6318325466605,up,4
2021-05-15,3913.330183241105,3977.4810078938826,down,1
2021-05-15,3849.179358588327,3913.330183241105,down,2
2021-05-15,3785.028533935549,3849.179358588327,down,3
2021-05-15,3720.8777092827713,3785.028533935549,down,4
2021-05-15,3656.7268846299935,3720.8777092827713,down,5
2021-05-16,3592.5760599772157,3656.7268846299935,down,6
2021-05-17,3528.425235324438,3592.5760599772157,down,7
2021-05-17,3464.27441067166,3528.425235324438,down,8
2021-05-17,3400.123586018882,3464.27441067166,down,9
2021-05-17,3335.9727613661044,3400.123586018882,down,10
2021-05-19,3271.8219367133265,3335.9727613661044,down,11
2021-05-19,3207.6711120605487,3271.8219367133265,down,12
2021-05-19,3143.520287407771,3207.6711120605487,down,13
2021-05-19,3079.369462754993,3143.520287407771,down,14
2021-05-19,3015.218638102215,3079.369462754993,down,15
2021-05-19,2951.0678134494374,3015.218638102215,down,16
2021-05-19,2886.9169887966596,2951.0678134494374,down,17
2021-05-19,2822.7661641438817,2886.9169887966596,down,18
2021-05-19,2758.615339491104,2822.7661641438817,down,19
2021-05-19,2694.464514838326,2758.615339491104,down,20
2021-05-19,2630.3136901855482,2694.464514838326,down,21
2021-05-19,2566.1628655327704,2630.3136901855482,down,22
2021-05-19,2502.0120408799926,2566.1628655327704,down,23
2021-05-20,2566.1628655327704,2630.3136901855482,up,1
2021-05-20,2630.3136901855482,2694.464514838326,up,2
2021-05-20,2694.464514838326,2758.615339491104,up,3
2021-05-21,2630.3136901855482,2694.464514838326,down,1
2021-05-21,2566.1628655327704,2630.3136901855482,down,2
2021-05-21,2502.0120408799926,2566.1628655327704,down,3
2021-05-21,2437.8612162272148,2502.0120408799926,down,4
2021-05-22,2373.710391574437,2437.8612162272148,down,5
2021-05-22,2309.559566921659,2373.710391574437,down,6
2021-05-23,2245.4087422688813,2309.559566921659,down,7
2021-05-23,2181.2579176161034,2245.4087422688813,down,8
2021-05-23,2117.1070929633256,2181.2579176161034,down,9
2021-05-24,2181.2579176161034,2245.4087422688813,up,1
2021-05-24,2245.4087422688813,2309.559566921659,up,2
2021-05-24,2309.559566921659,2373.710391574437,up,3
2021-05-24,2373.710391574437,2437.8612162272148,up,4
2021-05-24,2437.8612162272148,2502.0120408799926,up,5
2021-05-24,2502.0120408799926,2566.1628655327704,up,6
2021-05-24,2566.1628655327704,2630.3136901855482,up,7
2021-05-25,2630.3136901855482,2694.464514838326,up,8
2021-05-26,2694.464514838326,2758.615339491104,up,9
2021-05-26,2758.615339491104,2822.7661641438817,up,10
2021-05-26,2822.7661641438817,2886.9169887966596,up,11
2021-05-27,2758.615339491104,2822.7661641438817,down,1
2021-05-28,2694.464514838326,2758.615339491104,down,2
2021-05-28,2630.3136901855482,2694.464514838326,down,3
2021-05-28,2566.1628655327704,2630.3136901855482,down,4
2021-05-28,2502.0120408799926,2566.1628655327704,down,5
2021-05-28,2437.8612162272148,2502.0120408799926,down,6
2021-05-29,2373.710391574437,2437.8612162272148,down,7
2021-05-29,2309.559566921659,2373.710391574437,down,8
2021-05-31,2373.710391574437,2437.8612162272148,up,1
2021-05-31,2437.8612162272148,2502.0120408799926,up,2
2021-05-31,2502.0120408799926,2566.1628655327704,up,3
2021-05-31,2566.1628655327704,2630.3136901855482,up,4
2021-05-31,2630.3136901855482,2694.464514838326,up,5
2021-06-03,2694.464514838326,2758.615339491104,up,6
2021-06-03,2758.615339491104,2822.7661641438817,up,7
2021-06-04,2694.464514838326,2758.615339491104,down,1
2021-06-07,2630.3136901855482,2694.464514838326,down,2
2021-06-08,2566.1628655327704,2630.3136901855482,down,3
2021-06-10,2502.0120408799926,2566.1628655327704,down,4
2021-06-11,2437.8612162272148,2502.0120408799926,down,5
2021-06-11,2373.710391574437,2437.8612162272148,down,6
2021-06-13,2437.8612162272148,2502.0120408799926,up,1
2021-06-15,2502.0120408799926,2566.1628655327704,up,2
2021-06-16,2437.8612162272148,2502.0120408799926,down,1
2021-06-16,2373.710391574437,2437.8612162272148,down,2
2021-06-18,2309.559566921659,2373.710391574437,down,3
2021-06-18,2245.4087422688813,2309.559566921659,down,4
2021-06-19,2181.2579176161034,2245.4087422688813,down,5
2021-06-21,2117.1070929633256,2181.2579176161034,down,6
2021-06-21,2052.956268310548,2117.1070929633256,down,7
2021-06-21,1988.80544365777,2052.956268310548,down,8
2021-06-21,1924.6546190049921,1988.80544365777,down,9
2021-06-25,1860.5037943522143,1924.6546190049921,down,10
2021-06-28,1924.6546190049921,1988.80544365777,up,1
2021-06-28,1988.80544365777,2052.956268310548,up,2
2021-06-29,2052.956268310548,2117.1070929633256,up,3
2021-06-30,2117.1070929633256,2181.2579176161034,up,4
2021-06-30,2181.2579176161034,2245.4087422688813,up,5
2021-07-01,2117.1070929633256,2181.2579176161034,down,1
2021-07-04,2181.2579176161034,2245.4087422688813,up,5
2021-07-04,2245.4087422688813,2309.559566921659,up,6
2021-07-08,2181.2579176161034,2245.4087422688813,down,1
2021-07-10,2117.1070929633256,2181.2579176161034,down,2
2021-07-12,2052.956268310548,2117.1070929633256,down,3
2021-07-13,1988.80544365777,2052.956268310548,down,4
2021-07-15,1924.6546190049921,1988.80544365777,down,5
2021-07-19,1860.5037943522143,1924.6546190049921,down,6
2021-07-20,1796.3529696994365,1860.5037943522143,down,7
2021-07-21,1860.5037943522143,1924.6546190049921,up,1
2021-07-21,1924.6546190049921,1988.80544365777,up,2
2021-07-23,1988.80544365777,2052.956268310548,up,3
2021-07-23,2052.956268310548,2117.1070929633256,up,4
2021-07-24,2117.1070929633256,2181.2579176161034,up,5
2021-07-27,2181.2579176161034,2245.4087422688813,up,6
2021-07-29,2245.4087422688813,2309.559566921659,up,7
2021-07-29,2309.559566921659,2373.710391574437,up,8
